COMP_ID,CPNAME,CPADDRESS1,CPADDRESS2,CPCITY,CPSTATE,CPZIP,CPPHONE,CPFAX,CPNOTES,TRACK_NO,IBM_NO,TAX_ID_TYP,TAX_ID,CPGROUP,SOB,DISABILITY,GLIABILITY,WORKCOMP,HIC,CONTRACTOR,CTL_NO,DM,CN,CC,FH,SR,SPECINSP,SI_NO,MOD_BY,MOD_WHEN
9324,JMW BUILDERS CORP,,,,,,,,,,,C,,01,,,,,,True,,,,,,,,,31,2017-12-08 16:32:55
9325,WDSA 5TH AVENUE LLC,420 GREAT NECK ROAD,,GREAT NECK,NY,11021,5167739300,5167739301,,,,C,,01,,,,,,,,,,,,,,,31,2017-12-08 16:42:51.999000
9326,"CHINA OVERSEAS AMERICA, INC.","ONE EVERTRUST PLAZA, SUITE 303",,JERSEY CITY,NJ,07302,2013541985,2129972485,,,,C,,01,,,,,,,,,,,,,,,2,2017-12-11 11:39:29.999000
9327,FOUR WINDS REAL ESTATE,C/O MD SQUARED PROPERTY GROUP,801 SECOND AVENUE SUITE 404,NEW YORK,NY,10017,9734206255,,,,,C,,01,,,,,,,,,,,,,,,211,2022-01-24 14:08:34.998000
9328,HENDERSON ENGINEERS,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,129,2017-12-11 13:22:43.999000
9329,PARTINICO CONSTRUCTION CO,142 AVENUE T,, BROOKLYN,NY,11223,7188376042,,,002781,,C,112706141,01,,,,,,True,,,,,,,,,31,2017-12-11 16:07:52.999000
9330,113 WEST 69TH STREET LLC,27 MEADOW PLACE,,RYE,NY,10580,,,,,,C,,01,,,,,,,,,,,,,,,158,2017-12-12 12:06:37
9331,"EAST END MATERIAL, INC",31 OLD DOCK ROAD,,YAPHANK,NY,11980,6318496464,5165234609,,,50249,C,272216087,01,,,,,,True,,,,,,,,,31,2017-12-12 13:39:01
9332,"DOWNTOWN COMMUNITY TELEVISION CENTER, IN",87 LAFAYETTE STREET,,NEW YORK,NY,10013,6464844645,2122262053,,,,C,,01,,,,,,,,,,,,,,,19,2017-12-12 15:29:53
9333,MILLENNIUM POINT CONDOMINIUMS,10 LITTLE WEST STREET,,NEW YORK,NY,10004,9177902772,,,,,C,,01,,,,,,,,,,,,,,,98,2017-12-12 17:44:25
9334,GRAMERCY PLACE CONDOMINIUM,"300 WEST 55TH STREET, SUITE 2S",,NEW YORK,NY,10019,2122474975,,,,,C,,01,,,,,,,,,,,,,,,129,2017-12-13 09:34:05
9335,"D'ANTONIO CONSULTING ENGINEERS, P.C.",30 WEST WAUKENA AVE.,,OCEANSIDE,NY,11572,5165944284,,,,,C,,01,,,,,,,,,,,,,,,129,2017-12-13 09:38:04.999000
9336,157-161 EAST 28TH STREET LLC,400 BROOME STREET,11TH FLOOR,NEW YORK,NY,10013,2122193800,,,,,C,,01,,,,,,,,,,,,,,,98,2018-05-09 12:25:40
9337,SPHERE NY,"85 5TH AVENUE, SUITE 1201",,NEW YORK,NY,10003,2128352308,,,,,C,,01,,,,,,,,,,,,,,,31,2017-12-13 12:05:27.999000
9338,CHABAD OF GRAMERCY PARK,121 W19TH STREET,,NEW YORK,NY,10011,,,,,,C,,01,,,,,,,,,,,,,,,64,2017-12-14 10:34:11
9339,"RAWLINS DESIGN, INC.",91 PAYSON AVENUE,STUDIO 5K,NEW YORK,NY,10034,6464290797,,,,,C,,01,,,,,,,,,,,,,,,98,2017-12-15 10:46:19
9340,CARE FOR THE HOMELESS,"30 EAST 33RD STREET, 5TH FLOOR",,NEW YORK,NY,10016,,,,,,C,,01,,,,,,,,,,,,,,,2,2017-12-15 12:16:35.999000
9341,11 MADISON SQUARE NORTH ASSOCIATES,11 MADISON SQUARE NORTH,,NEW YORK,NY,10010,9173265611,,,,,C,,01,,,,,,,,,,,,,,,98,2017-12-15 12:37:29.999000
9342,ST. SYLVESTER ROMAN CATHOLIC CHURCH,416 GRANT AVENUE,,BROOKLYN,NY,11208,7186471995,7183484035,,,,C,,01,,,,,,,,,,,,,,,19,2017-12-15 12:40:54
9343,99 AVENUE B OWNER'S CORP.,99 AVENUE B,APT B-C,NEW YORK,NY,10009,2124830700,,,,,C,,01,,,,,,,,,,,,,,,41,2017-12-18 11:13:02.999000
9344,ROCCO STEAKHOUSE,72 MADISON AVENUE,,NEW YORK,NY,10016,,,,,,C,,01,,,,,,,,,,,,,,,158,2017-12-18 11:23:49.999000
9345,STAMS CONSTRUCTION CORP,105-30 171ST STREET,,JAMAICA,NY,11433,7188839836,,,616160,,C,205400272,01,,,,,,,,,,,,,,,120,2017-12-18 11:53:46
9346,JONES LANG LASALLE,12920 SE 38TH STREET,,BELLEVUE,WA,98006,2067246750,,,,,C,,01,,,,,,,,,,,,,,,3,2017-12-18 16:19:39.999000
9347,ROSS & BARUZZINI,6 SOUTH OLD ORCHARD,,ST. LOUIS,MO,63119,3149188383,,,,,C,,01,,,,,,,,,,,,,,,3,2017-12-18 16:25:39
9348,TISHMAN,750 THIRD AVENUE,SUITE 2601,NEW YORK,NY,10017,,,,,,C,,01,,,,,,,,,,,,,,,158,2017-12-19 13:52:23.999000
9349,PROPERTY MARKETS GROUP - APEX INVESTMENT,"111 5TH AVENUE, 6TH FLOOR",,NEW YORK,NY,10003,,,,,,C,,01,,,,,,,,,,,,,,,2,2017-12-19 15:11:46.999000
9350,BOXERS HOSPITALITY GROUP LLC,"247 WEST 37TH STREET, SUITE 1200",,NEW YORK,NY,10018,6468691420,,,,,C,,01,,,,,,,,,,,,,,,19,2017-12-19 17:10:38
9351,"TULLY CONSTRUCTION COMPANY, INC.",127-50 NORTHERN BLVD,,FLUSHING,NY,11368,7184467000,7184466072,,026935,,C,,01,,,,,,,,,,,,,,,120,2017-12-28 15:54:23.998000
9352,345 PARK AVENUE LP C/O RUDIN MANAGEMENT,345 PARK AVENUE,,NEW YORK,NY,10154,2124072509,,,,,C,,01,,,,,,,,,,,,,,,98,2017-12-20 10:46:54
9353,"105 METROPOLITAN AVE, LLC",105 METROPOLITAN AVENUE,,BROOKLYN,NY,11249,,,,,,C,,01,,,,,,,,,,,,,,,19,2017-12-20 11:02:58
9354,THE STATE-WHITEHALL CO. C/O RUDIN MANAGE,345 PARK AVENUE,,NEW YORK,NY,10154,2124072509,,,,,C,,01,,,,,,,,,,,,,,,98,2017-12-20 14:06:29.999000
9355,F & R PARKING LOT CORP,65 NEW YORK AVENUE,,BROOKLYN,NY,11216,7185984242,,,,,C,,01,,,,,,,,,,,,,,,120,2017-12-26 09:55:45.999000
9356,"FANTASIA 373 HOTEL (US), LLC","201 MISSION ST, SUITE 530",,SAN FRANCISCO,CA,94105,5107177989,,,,,C,,01,,,,,,,,,,,,,,,120,2017-12-21 09:35:55
9357,ADAMS & COMPANY,"411 FIFTH AVENUE , 9TH FLOOR",,NEW YORK,NY,10016,2126795500,,,,,C,,01,,,,,,,,,,,,,,,31,2018-03-07 17:00:14
9358,KERZNER CONTRACTING CORP.,10 CLEVELAND AVENUE,,SAYVILLE,NY,11782,6317502777,,,613696,,C,300739133,01,,,,,,,,,,,,,,,163,2017-12-22 10:04:12.999000
9359,"ANTHONY SANTORO, P.E.",4442 ARTHUR KILL ROAD,,STATEN ISLAND,NY,10309,7189482785,,,,,C,,01,,,,,,,,,,,,,True,006002,163,2017-12-22 10:25:25
9360,CSB COURTLANDT LLC,"515 MADISON AVENUE, 22ND FLOOR",22B,NEW YORK,NY,10022,,,,,,C,,01,,,,,,,,,,,,,,,59,2019-03-25 16:58:40.998000
9361,SNAP DEVELOPERS LLC,4415-13TH AVENUE 3RD FLOOR,,BROOKLYN,NY,11219,,,,,,C,,01,,,,,,,,,,,,,,,64,2017-12-22 12:56:50
9362,NUCATOLA DEVELOPMENT,"441 LEXINGTON AVENUE, SUITE 805",,NEW YORK,NY,10017,3479240093,,,,,C,,01,,,,,,,,,,,,,,,3,2017-12-26 12:18:34.999000
9363,KAMCO SERVICES LLC,80 21ST STREET,,BROOKLYN,NY,11232,7188401737,,,,,C,,01,,,,,,,,,,,,,,,129,2017-12-26 15:55:31.999000
9364,RUGGLES HOUSE INC.C/O BUCH/WARR,112 EAST 19TH STREET,,MANHATTAN,NY,10003,2123530040,,,,,C,,01,,,,,,,,,,,,,,,163,2017-12-26 16:36:47.998000
9365,LLOYD L. DESBRISAY ARCHITECT PLLC,"231 WEST 21ST STREET, #1D",,NEW YORK,NY,10011,9175733495,,,,,C,,01,,,,,,,,,,,,,,,19,2017-12-27 12:50:09
9366,356 BOWERY LLC,356 BOWERY,,NEW YORK,NY,10012,7186433800,,,,,C,,01,,,,,,,,,,,,,,,3,2017-12-28 12:30:56.999000
9367,"RXR REALTY, LLC","340 MADISON AVENUE, SUITE PH",,NEW YORK,NY,10173,2125990080,,,,,C,,01,,,,,,,,,,,,,,,120,2017-12-28 13:13:40
9368,PANTHEON PROPERTIES,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,163,2017-12-28 14:13:16
9369,MIXOLOGY,"42 BROADWAY, STE. 3B",,LYNBROOK,NY,11563,5167643800,5167644404,,,,C,,01,,,,,,,,,,,,,,,2,2017-12-29 10:45:21.999000
9370,AIMCO 464-466 AMSTERDAM 200-210 WEST 83R,"4582 S ULSTER STREET, SUITE 1100",,DENVER,CO,80237,,,,,,C,,01,,,,,,,,,,,,,,,33,2018-01-02 16:26:25.999000
9371,MARGULIES PERRUZZI ARCHITECTS,308 CONGRESS STREET,,BOSTON,MA,02210,6172264129,,,,,C,,01,,,,,,,,,,,,,,,3,2018-01-03 10:30:32.999000
9372,"PRIME ENGINEERING, P.C.","664 BLUE POINT RD., UNIT B",,HOLTSVILLE,NY,11742,6319610506,,,,,C,,01,,,,,,,,,,,,,,,137,2018-01-03 17:08:32
9373,IMREY STUDIO LLC,"1 RIVER PLACE, #3701",,NEW YORK,NY,10036,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-01-04 12:04:53
9374,"194 THIRD OWNER, LLC.","111 5TH AVENUE, 6TH FL",,NEW YORK,NY,10075,2126102850,,,,,C,,01,,,,,,,,,,,,,,,54,2018-01-05 12:38:05.999000
9375,MOMENT ARCHITECTURE,1460 BROADWAY,,NEW YORK,NY,10036,5166373883,,,,,C,,01,,,,,,,,,,,,,,,54,2018-01-05 13:29:17.999000
9376,KYM'S GYM,20 WEST 72ND STREET,APT. 1503,NEW YORK,NY,10023,9175022523,,,,,C,,01,,,,,,,,,,,,,,,54,2018-01-05 13:07:59.999000
9377,ATLANTIC ENGINEERING LABORATORIES OF NY,21 RANDOLPH AVENUE,,AVENEL,NJ,07001,7328150400,7328150422,,,,C,,01,,,,,,,000072,,,,,,True,001381,120,2020-08-27 16:43:14.999000
9378,MTT CONSTRUCTION INC,1927 21ST DRIVE,,ASTORIA,NY,11105,9177318843,,,616890,,C,,01,,,,,,True,,,,,,,,,31,2018-01-08 10:44:04
9379,"THE PLUMBER'S SHOP & ASSOCIATES, LLC",1476 FLATBUSH AVENUE,,BROOKLYN,NY,11210,7188595054,,,002168,,C,,01,,,,,,,,,,,,,,,120,2018-01-08 12:15:40
9380,AMES CONSTRUCTION CORP,114 EAST 117TH STREET,,NEW YORK,NY,10035,9174350987,6465592322,,610734,,C,900811645,01,,,,,,,,,,,,,,,20,2018-01-09 09:26:05
9381,BOURKE STREET BAKERY,196 BALTIC STREET,,BROOKLYN,NY,11201,,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-09 12:35:16.999000
9382,SLC CONSTRUCTION INC.,79-01 QUEENS BOULEVARD,,ELMHURST,NY,11373,9176584588,,,,,C,320542378,01,,,,,,,,,,,,,,,54,2018-01-09 13:22:41
9383,"MADSEN CONSULTING ENGINEERING, PLLC","26 BROADWAY, 3RD FLOOR",,NEW YORK,NY,10004,2126347886,,,,,C,,01,,,,,,,,,,,,,True,005423,126,2020-06-18 18:25:23.999000
9384,OUTREACH DEVELOPMENT CORPORATION,117-11 MYRTLE AVENUE,,RICHMOND HILL,NY,11418,,7188491093,,,,C,,01,,,,,,,,,,,,,,,129,2018-01-09 16:09:58.999000
9385,GILBANE RESIDENTIAL CONSTRUCTION,7 JACKSON WALKWAY,,PROVIDENCE,RI,02903,2123121600,,,614108,,C,473579089,01,,,,,,True,,,,,,,,,31,2018-01-12 09:55:40.999000
9386,CREATIVE MECHANICAL INC,86-08 130TH STREET,,RICHMOND HILL,NY,11418,7188494747,,,,,C,463865579,01,,,,,,True,,,,,,,,,31,2018-01-10 11:14:06
9387,CONSOLIDATED EDISON COMPANY OF NEW YORK,"1560 BRUCKNER BOULEVARD, RM#16-204",,BRONX,NY,10473,2124602751,,,,,C,,01,,,,,,,,,,,,,,,120,2018-01-10 15:58:27
9388,SYNAMON GLOBAL LLC,309 EAST 51ST STREET,UNIT 1,NEW YORK,NY,10022,9177978266,,,,,C,,01,,,,,,,,,,,,,,,158,2020-03-19 10:33:59.999000
9389,112 WEST 28TH STREET LLC.,105W 27TH STREET 4/FL,,NEW YORK,NY,10001,6466827276,,,,,C,,01,,,,,,,,,,,,,,,64,2018-01-11 10:08:59.999000
9390,BOOMI ENVIRONMENTAL LLC,"139 FULTON ST, SUITE 907",,NEW YORK,NY,10038,3472253255,,,,,C,,01,,,,,,,,,,,,,,,64,2018-01-11 10:52:22.999000
9391,TERAN RENOVATIONS CORP,25 EAST 10TH STREET,9A,NEW YORK,NY,10003,2123870042,,,601885,,C,043756815,01,,,,,,True,,,,,,,,,126,2018-01-12 10:12:34
9392,CAF CONSTRUCTION CORP,35 GRANDVIEW AVENUE,,NANUET,NY,10954,7183243331,,,,,C,,01,,,,,,,,,,,,,,,31,2018-01-11 11:43:56.999000
9393,WHITMAN,7 PLEASANT HILL ROAD,,CRANBURY,NJ,08512,7323905858,7323909496,,,,C,,01,,,,,,,,,,,,,,,120,2018-08-24 17:17:47
9394,"TCR CONSULTING, CONSTRUCTION & DESIGN",264 MEACHAM AVENUE,,ELMONT,NY,11003,5165024494,5162161177,,,,C,,01,,,,,,,,,,,,,,,31,2018-01-11 16:10:15.999000
9395,G.P.J. O'DONOGHUE CONTRACTING CORP,261 GRAND CONCOURSE,,BRONX,NY,10451,7186652600,,,001003,,C,133689415,01,,2019-12-31,2019-01-27,2019-06-29,,True,,True,True,True,,True,,,33,2019-01-10 11:52:18
9396,MILFORD MANAGEMENT,"210 EAST 65TH STREET, SUITE 6H",,NEW YORK,NY,10065,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-01-12 09:52:50.999000
9397,ABS ENGINEERING PLLC,"39 WEST 29TH STREET, SUITE 304",,NEW YORK,NY,10001,2123172361,,,,,C,,01,,,,,,,,,,,,,True,004835,33,2018-01-12 12:49:34.999000
9398,"AMARACON TESTING & INSPECTIONS, LLC",2 COMMERCIAL STREET,,HICKSVILLE,NY,11801,3478043478,,,,,C,,01,,,,,,,104,,,,,,True,005842,186,2020-03-13 17:04:58
9399,JAVIER MORALES AND ALEX MORRIS,"100 BARCLAY STREET, APT. 27A",,   NEW YORK,NY,10007,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-01-12 15:31:31.999000
9400,S & C CONSULTING ENGINEERS DPC,213 WEST 35TH STREET,,NEW YORK,NY,10001,9176549205,,,,,C,,01,,,,,,,,,,,,,,,54,2018-02-02 10:09:59.999000
9401,SEVEN VALLEYS LLC,"767 FIFTH AVENUE, SUITE 4604",,NEW YORK,NY,10153,2122351614,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-16 10:02:17
9402,VAN KOHLER LLC,1267 HANCOCK STREET,,BROOKLYN,NY,11221,,,,,,C,,01,,,,,,,,,,,,,,,158,2018-01-29 13:59:04.999000
9403,H&O ENGINEERING DPC,"44-02 11TH STREET, SUITE 406",,LONG ISLAND CITY,NY,11101,3479390669,,,,,C,,01,,,,,,,,,,,,,True,005595,54,2018-06-28 12:52:15
9404,CORPORATE BLDG SVCS INC,2022 ROPUTE 22,SUITE 105,BREWSTER,NY,10509,8452785858,,,602152,,C,141732520,01,,,,,,,,,,,,,,,119,2018-01-18 09:53:45
9405,SATRIPINO DESIGN,258 STEWART AVENUE,,GARDEN CITY,NY,11530,6316802874,,,,,C,,01,,,,,,,,,,,,,,,2,2018-01-18 10:31:04
9406,FIVE & DIME HOPSITALITY,30 PARK PLACE,APT 39E,NEW YORK,NY,10007,,,,,,C,,01,,,,,,,,,,,,,,,158,2018-01-18 10:59:25
9407,"BEILIS & POLS, LLP","5014 16TH AVENUE, SUITE 338",,BROOKLYN,NY,11204,2124902700,2129833419,,,,C,,01,,,,,,,,,,,,,,,2,2018-01-18 12:08:33.999000
9408,DAVID H. KOCH THEATER,20 LINCOLN CENTER,,NEW YORK,NY,10023,2128705505,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-18 12:13:59.999000
9409,308 EAST 59TH STREET,"29WEST 33RD STREET, SUITE 1020",,NEW YORK,NY,10001,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-01-18 12:31:22
9410,NYCAN BUILDERS LLC,65 WEST 36TH STREET,SUITE 903,NEW YORK,NY,10018,2125995152,,,616535,,C,813080260,01,,,,,,True,,,,,,,,,41,2019-10-11 12:15:27
9411,BANCKER PLUMBING,99-02 32ND AVENUE,,FLUSHING,NY,11358,7186316702,,,,,C,,01,,,,,,True,,,,,,,,,92,2018-01-18 16:32:20.999000
9412,BLUESTONE LANE,90 WATER STREET,,NEW YORK,NY,10005,9172131357,,,,,C,,01,,,,,,,,,,,,,,,33,2018-01-18 16:40:13
9413,"RESOLUTE MANAGEMENT, INC.",100 LIBERTY WAY,,DOVER,NH,03820,6039702259,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-19 12:06:57.999000
9414,"O'CONNOR REDD ORLANDO, LLP",242 KING STREET,,PORT CHESTER,NY,10573,9146861700,,,,,C,,01,,,,,,,,,,,,,,,19,2020-07-15 13:54:49
9415,"ALBION INVESTIGATIVE SERVICES, INC.","1020 SPRINGFIELD AVENUE, SUITE 200",,MOUNTAINSIDE,NJ,07092,9083899700,9083896279,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-19 12:11:14
9416,"FGS DESIGN, LLC.","381 PARK AVENUE SOUTH, SUITE 915",,NEW YORK,NY,10016,6464706528,2025377323,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-22 10:17:15
9417,"NJ CAINE ASSOCIATES, INC.","ARCHITECTS + PLANNERS, OWNERS REPS + PRO","146 EAST 84TH STREET, 2ND FLOOR",NEW YORK,NY,10028,2122131034,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-22 16:41:07
9418,"EDWARD F. ZEVALLOS ARCHITECT, PC","68 JAY STREET, SUITE 201",,BROOKLYN,NY,11201,2124706536,,,,,C,,01,,,,,,,,,,,,,True,001025,163,2018-01-22 17:13:21
9419,INTERSTATE EL CONTRACTING INC,132 MAIN STREET,,CHATHAM,NJ,07928,9737017791,,,,,C,,01,,,,,,,,,,,,,,,129,2018-01-29 12:27:56
9420,HUNTSMAN ARCHITECTURAL GROUP,"48 WALL STREET, FOURTH FLOOR",,NEW YORK,NY,10005,2126932700,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-23 11:44:56.999000
9421,F&G MECHANICAL CORP,348 NEW COUNTY ROAD,,SECAUCUS,NJ,07094,,,,,,C,,01,,,,,,,,,,,,,,,129,2018-01-23 11:56:23
9422,SOFIVE SOCCER,22 HUDSON PLACE,,HOBOKEN,NJ,07030,3477905032,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-24 09:31:34.999000
9423,ELK INVESTORS,489 5TH AVENUE 7TH FLOOR,,NEW YORK,NY,10017,2123715050,,,,,C,,01,,,,,,,,,,,,,,,129,2018-01-24 11:01:43
9424,"ALLEN, MORRIS, TROISI & SIMON LLP",112 EAST 19TH STREET,,NEW YORK,NY,10003,2123530040,,,,,C,,01,,,,,,,,,,,,,,,163,2018-01-24 14:25:45
9425,VERIZON,355 FOREST AVENUE,,STATEN ISLAND,NY,10301,9082021336,,,,,C,,01,,,,,,,,,,,,,,,98,2018-01-24 14:41:25
9426,RADHA SOMAI SOCIETY BEAS AMERICA,C/O HILARY ATZROTT,"605 THIRD AVENUE, 34TH FLOOR",NEW YORK,NY,10158,2125577200,2122861884,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-24 16:40:54.999000
9427,ELEMENT ARCHITECTURAL GROUP,12 NORTH STATE ROUTE 17,SUITE 220,PARAMUS,NJ,07652,2013687752,,,,,C,,01,,,,,,,,,,,,,,,98,2018-01-24 17:07:09
9428,"H&H ENGINEERING, LLC",826 PASCACK ROAD,,PARAMUS,NJ,07652,2012658719,,,,,C,,01,,,,,,,,,,,,,,,98,2018-01-24 17:08:36.999000
9429,"PERSIMMON ENGINEERING, LLC",100 HANOVER AVENUE,SUITE 402,CEDAR KNOLLS,NJ,07927,9739988835,,,,,C,,01,,,,,,,,,,,,,,,98,2018-01-24 17:10:15
9430,"CATHERINE O'KANE DESIGN, LLC","1 CHRISTOPHER STREET, 12H",,NEW YORK,NY,10014,2126001628,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-25 13:34:21.999000
9431,BELMONT MALL STUDIO,5087 W LOWER SCHOONER ROAD,,NASHVILLE,IN,47448,8129886681,,,,,C,,01,,,,,,,,,,,,,,,64,2018-01-25 16:53:27
9432,TOWN FLATIRON,110 FIFTH AVENUE 6TH FLOOR,,NEW YORK,NY,10011,6467382681,,,,,C,,01,,,,,,,,,,,,,,,64,2018-01-26 10:37:11.999000
9433,CENTERLIGHT HEALTH SYSTEM,"1733 EASTCHESTER ROAD, 2NDFLOOR",,BRONX,NY,10461,3476406222,,,,,C,,01,,,,,,,,,,,,,,,64,2018-01-26 14:10:31
9434,GT CONSULTING ENGINEERS,1767 CENTRAL PARK AVENUE #176,,YONKERS,NY,10710,9145096381,,,,,C,,01,,,,,,,,,,,,,,,31,2018-03-07 17:00:30
9435,ARAN CONTRACTING COMPANY,163 SAW MILL RIVER ROAD,,YONKERS,NY,10701,8485535877,,,621080,,C,834534123,01,,,,,,,,,,,,,,,200,2020-01-07 16:10:20.999000
9436,BRICKHOUSE OWNER'S CORP,136 WEST 75TH STREET,,NEW YORK,NY,10023,,,,,,C,,01,,,,,,,,,,,,,,,156,2018-01-29 12:00:00
9437,CBRE,1133 AVENUE OF THE AMERICAS,43RD FLOOR,NEW YORK,NY,10036,6465562227,,,,,C,,01,,,,,,,,,,,,,,,126,2018-01-29 15:11:25.999000
9438,WDF INC,150 BROADWAY,SUITE 1400,NEW YORK,NY,10038,2126961124,,,004331,17673,C,130474060,01,,2018-03-31,2018-05-31,2018-05-31,,True,,True,True,True,False,True,,,144,2018-06-18 14:07:30.999000
9439,ENER-G RUDOX,180 EAST UNION AVE,,EAST RUTHERFORD,NJ,07073,2014380111,2014383403,www.centricabusinesssolutions.com,,,C,,01,,,,,,,,,,,,,,,120,2018-03-05 17:15:08.999000
9440,CHARLTON OWNERS CORP.,"666 LEXINGTON AVE, SUITE 207",,MT. KISCO,NY,10549,2127258424,,,,,C,,01,,,,,,,,,,,,,,,156,2018-01-30 13:41:59.999000
9441,ONE 70 GROUP,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,59,2018-01-30 14:40:00.999000
9442,DERMER MANAGEMENT,"336 LEXINGTON AVE, 2ND FLOOR",,NEW YORK,NY,10016,2126836655,,,,,C,,01,,,,,,,,,,,,,,,31,2021-11-04 10:22:49
9443,MELROSE LLC.,15 WEST 37TH ST,11TH FL,NEW YORK,NY,10018,,,,,,C,,01,,,,,,,,,,,,,,,41,2018-01-30 16:48:46
9444,BALLINGER,833 CHESTNUT STREET,,PHILADELPHIA,PA,19107,2154460900,2154460901,,,,C,,01,,,,,,,,,,,,,,,20,2018-01-30 17:31:27.999000
9445,4801 KINGS HIGHWAY REALTY LLC,"555 SOUTH COLUMBUS AVENUE, SUITE 201",,MOUNT VERNON,NY,10550,9146999500,9146999400,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-31 10:12:47
9446,S&S CONCRETE&SOIL TESTING,20-39 129TH STREET,,COLLEGE POINT,NY,11356,7189611000,,,,,C,,01,,,,,,,000082,,,,,,True,001008,64,2018-05-16 14:51:52.998000
9447,W NEW YORK - DOWNTOWN,8 ALBANY STREET,,NEW YORK,NY,10006,6468268632,6468268635,,,,C,,01,,,,,,,,,,,,,,,2,2018-01-31 16:26:42.999000
9448,ZETA CHARTER SCHOOLS,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,19,2018-01-31 16:39:41.999000
9449,STARLING ARCHITECTURE PLLC,"957 PACIFIC STREET, 404",,BROOKLYN,NY,11238,,,,,,C,,01,,,,,,,,,,,,,,,64,2018-02-01 17:38:51
9450,ABRAMS & FENSTERMAN,1 METROTECH CENTER SUITE 1701,,BROOKLYN,NY,11201,2122799200,,,,,C,,01,,,,,,,,,,,,,,,137,2019-12-20 17:04:31.999000
9451,NETTA ARCHITECTS,1084 ROUTE 22 WEST,,MOUNTAINSIDE,NJ,07092,9733790006,9733791061,,,,C,,01,,,,,,,,,,,,,,,41,2018-02-02 12:15:31
9452,SOLOMON R. GUGGENHEIM FOUNDATION,1071 5TH AVENUE,,NEW YORK,NY,10128,,,,,,C,,01,,,,,,,,,,,,,,,2,2018-02-02 12:53:31.999000
9453,ON TIME READY MIX,34-16 COLLEGE POINT BLVD,,FLUSHING,NY,11355,,,,,,C,,01,,,,,,,,,,,,,,,129,2018-02-05 11:05:51.999000
9454,JACK JAFFA & ASSOCIATES,147 PRINCE STREET,,BROOKLYN,NY,11201,7188556110,,,,,C,,01,,,,,,,,,,,,,,,98,2018-02-05 16:07:54.999000
9455,96 LLC C/O DUELL LLC,"5 EAST 57TH STREET, FLOOR 10",,NEW YORK Q,NY,10022,2128889848,,,,,C,,01,,,,,,,,,,,,,,,20,2018-02-06 11:21:23
9456,"H&O ENGINEERING, DPC",44-02 11TH ST.,SUITE 406,LONG ISLAND CITY,NY,11101,,,,,,C,,01,,,,,,,,,,,,,,,198,2021-01-15 16:11:39
9457,LAMOR ASSOCIATES LLC.,124 SIESTA WAY,,PALM BEACH GARDENS,FL,33418,3477905032,,,,,C,,01,,,,,,,,,,,,,,,137,2018-04-05 16:21:45.999000
9458,POPULAR PLBG & HTG CORP, 214-40 HILLSIDE AVENUE,,QUEENS VILLAGE,NY,11427,7184643838,,,001399,,C,112032771,01,,,,,,False,,,,,,,,,98,2018-02-07 11:23:52
9459,"MACAN DEVE ENGINEERS, DPC",445 HAMILTON AVE,,WHITE PLAINS,NY,10601,9142614141,,,,,C,,01,,,,,,,,,,,,,,,152,2019-06-26 11:22:29
9460,"TRUE NORTH MECHANICAL, LLC",130 26TH STREET,,BROOKLYN,NY,11232,7187688811,7187688821,,,,C,,01,,,,,,,,,,,,,,,59,2018-02-07 16:03:47.999000
9461,"HOLIDAY IMAGE, LLC",760 1ST STREET,,HARRISON,NJ,07029,7183693212,,,,,C,,01,,,,,,,,,,,,,,,2,2018-02-07 16:38:38
9462,IBI GROUP,115 BROADWAY,5TH FLOOR,NEW YORK,NY,10006,2124770900,,,,,C,,01,,,,,,,,,,,,,,,158,2019-11-25 16:31:16.999000
9463,COMBINED ARCHITECTURE AND INTERIORS,68 JAY STREET #306,,BROOKLYN,NY,11201,7186251948,7188587091,,,,C,,01,,,,,,,,,,,,,,,19,2018-02-08 15:31:33.999000
9464,B & A RESTORATION CONTRACTING,576 FIFTH AVE STE 903,,NEW YORK,NY,10036,2123308118,,,015757,,C,,01,,,,,,,,,,,,,,,20,2018-02-09 11:09:28.999000
9465,SAGEWORTH,1861 SANTA BARBARA DRIVE,,LANCASTER,PA,17601,7177350065,7177350065,,,,C,,01,,,,,,,,,,,,,,,120,2018-12-03 09:59:08.999000
